Overall,Age,Potential,Crossing,Finishing,HeadingAccuracy,ShortPassing,Dribbling,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Reactions,ShotPower,Stamina,Strength,LongShots,Aggression,Penalties,StandingTackle
75,27,78,53,63,66,75,73,78,76,76,66,64,73,78,67,68,77,79,72,76
71,20,83,68,57,66,74,71,67,74,74,71,68,67,71,78,68,68,80,58,69
75,28,75,73,57,67,71,73,56,71,73,77,79,72,73,88,77,62,64,56,72
74,25,74,75,68,52,68,76,46,70,73,84,92,77,69,78,44,70,60,59,70
72,35,72,69,63,62,75,69,70,71,75,59,54,72,74,64,73,68,95,64,72
77,24,81,75,69,50,80,82,45,77,83,75,74,75,65,78,66,62,63,56,70
72,28,72,71,65,61,67,72,63,59,68,78,82,66,68,88,80,64,68,62,64
80,29,80,70,31,57,80,72,62,78,82,64,52,78,62,91,66,34,82,58,77
75,29,75,77,67,68,80,75,80,79,77,49,54,69,82,69,71,78,63,73,63
73,29,73,75,58,63,75,70,78,78,73,63,53,68,78,73,69,78,76,68,61
79,27,79,59,82,84,71,75,41,63,76,56,61,80,79,92,84,75,75,73,59
72,28,72,69,60,61,65,68,69,59,71,83,80,67,74,88,70,67,59,67,63
79,28,79,75,74,65,75,79,68,66,77,87,87,75,73,71,64,77,51,69,37
78,24,84,70,76,63,80,78,45,74,81,70,70,78,66,83,68,66,70,56,68
69,34,69,71,60,55,75,68,72,73,69,59,56,61,80,83,71,71,65,73,68
73,20,84,66,54,52,79,72,67,72,74,71,73,73,69,79,69,61,82,64,76
70,29,70,66,66,69,71,76,48,67,68,74,68,73,78,86,76,68,86,50,71
80,36,80,40,56,80,67,60,58,58,64,67,74,76,74,60,77,61,86,62,82
80,27,81,78,49,69,76,76,54,64,77,76,74,78,68,78,59,47,82,46,81
76,22,85,59,71,46,76,78,58,74,79,73,73,80,73,78,74,68,70,59,69
77,22,83,79,63,54,82,80,72,81,79,68,62,75,75,78,75,76,68,65,67
74,25,79,60,66,73,75,74,68,77,75,55,62,76,84,77,80,70,76,52,74
75,34,75,71,60,62,78,74,67,79,76,44,32,74,74,68,67,69,85,92,74
79,31,79,68,60,76,71,57,54,65,69,75,75,72,68,77,82,58,81,49,80
79,28,79,76,58,66,79,75,48,75,78,68,69,78,65,79,69,52,73,54,81
72,30,72,70,64,63,75,74,75,76,75,66,61,65,74,76,62,74,59,71,66
77,35,77,58,57,73,70,63,69,72,75,35,43,74,82,75,91,71,89,61,77
79,30,79,81,66,53,83,84,85,82,83,75,74,71,74,65,61,75,61,84,36
73,23,82,56,71,71,72,72,44,65,74,77,74,68,77,79,86,70,77,73,65
74,27,75,71,48,55,70,72,70,63,73,74,71,71,79,79,72,69,82,55,73
75,34,75,75,69,54,78,75,82,76,77,74,73,70,72,88,57,67,63,73,53
78,22,85,65,51,60,79,78,53,78,79,71,69,77,64,83,81,58,77,52,74
74,30,74,74,66,69,76,70,72,78,74,53,53,71,70,75,74,72,71,71,72
74,28,74,73,61,58,81,78,71,79,81,68,56,72,74,46,52,70,79,65,62
75,33,75,66,68,66,77,71,61,74,77,55,52,80,65,76,66,61,88,64,76
77,35,77,78,71,70,78,78,82,75,80,58,49,81,80,77,68,81,53,78,46
72,30,72,70,65,53,74,67,75,73,74,64,66,73,72,78,66,71,82,51,70
76,28,76,64,69,38,77,80,65,73,73,70,79,80,66,80,47,73,47,68,75
80,22,85,71,82,69,75,83,61,64,83,90,90,81,79,79,75,72,62,74,24
73,29,73,56,68,59,76,70,70,74,75,69,62,71,78,81,71,69,70,71,67
71,34,71,72,72,41,75,72,77,73,75,71,68,69,69,80,58,70,68,67,65
77,27,78,71,71,43,77,82,68,68,77,88,85,78,78,81,53,65,69,69,55
75,31,75,63,59,74,73,71,74,71,73,55,55,72,78,65,86,72,90,66,79
77,31,77,81,46,75,76,74,71,69,75,67,67,77,69,69,67,59,72,45,78
76,30,76,68,60,55,78,70,71,73,75,59,61,73,74,92,71,64,71,63,73
71,24,76,66,60,62,73,73,63,70,70,69,66,69,73,81,77,65,83,66,74
74,20,86,64,70,39,72,82,65,67,78,90,81,68,75,74,57,71,63,76,57
75,30,75,76,52,64,75,75,57,66,76,71,72,73,67,52,68,59,87,57,75
73,32,73,58,67,62,74,74,46,73,76,69,76,73,78,85,83,67,79,62,76
73,28,73,83,79,59,76,73,82,80,78,42,54,68,85,73,77,74,67,82,62
75,31,75,68,60,75,80,70,44,76,75,61,67,70,75,78,83,68,78,70,72
74,28,74,68,73,63,72,75,62,64,73,80,78,75,68,79,60,71,46,70,56
74,31,74,73,64,75,69,70,61,67,73,74,73,74,69,77,71,66,69,42,72
75,23,81,57,62,63,72,69,42,67,73,85,88,73,61,90,80,49,76,48,74
72,32,72,74,54,64,67,69,77,64,66,72,69,72,63,73,62,60,71,88,65
78,23,86,73,74,57,74,82,75,69,78,87,86,78,82,71,71,76,59,76,35
73,31,73,74,63,57,78,68,66,80,77,55,64,67,72,60,66,62,70,66,73
74,32,74,74,59,67,79,67,69,76,73,54,52,78,71,62,64,68,83,61,75
72,26,74,78,60,55,75,70,74,73,73,68,66,71,74,85,61,72,60,63,66
74,20,86,73,67,70,72,77,64,64,73,85,87,66,77,82,66,72,75,66,47
75,31,75,67,75,74,68,72,67,60,72,89,88,73,80,81,76,70,61,68,40
73,32,73,72,57,69,73,71,60,67,79,69,66,71,79,74,70,80,68,59,73
74,30,74,65,65,50,73,75,70,67,73,90,92,70,71,75,59,68,73,57,56
80,34,80,82,75,65,80,80,65,60,85,76,78,70,78,73,53,76,54,62,32
73,31,73,72,59,67,74,67,71,72,75,62,62,68,79,70,76,75,80,67,71
73,25,78,62,62,84,73,70,48,72,73,69,67,75,65,91,74,60,81,49,75
72,23,80,70,70,42,76,69,82,74,75,68,66,72,80,74,67,81,59,65,71
78,28,78,74,70,44,77,82,69,75,81,85,85,75,82,65,55,79,67,53,59
75,29,75,73,64,67,81,73,73,82,77,48,49,70,85,70,71,79,80,71,62
74,30,74,76,60,56,76,62,75,80,75,52,51,73,77,78,56,74,68,74,68
72,31,72,78,66,66,76,74,78,75,74,70,68,68,71,74,56,74,69,72,51
75,35,75,73,74,53,75,80,83,71,77,72,62,72,78,76,45,74,48,78,60
69,28,69,71,59,65,70,71,80,71,70,60,61,60,84,63,67,81,68,68,70
75,28,75,71,42,60,71,72,60,68,74,81,81,74,72,87,69,66,72,42,72
74,32,74,80,60,68,80,72,61,76,80,72,69,71,72,62,73,69,52,69,75
72,36,72,68,58,74,71,72,48,70,70,70,72,67,70,69,64,65,75,67,75
75,23,81,69,55,54,65,70,61,61,67,90,93,71,78,85,74,54,83,51,73
75,20,83,61,60,74,77,78,52,72,75,73,77,72,69,78,79,60,68,56,74
74,25,77,67,68,59,75,78,80,72,79,69,80,68,84,70,58,80,55,71,57
72,33,72,70,61,47,74,75,82,70,74,76,74,69,78,71,76,65,56,70,60
71,33,71,65,59,56,73,69,69,67,70,60,62,73,71,86,72,67,77,66,69
76,24,80,64,59,69,75,75,42,71,73,87,94,75,66,76,71,48,70,59,78
70,25,75,68,52,56,72,72,64,70,74,74,67,69,80,79,71,70,72,58,69
79,22,86,75,78,64,76,86,64,67,83,84,86,78,77,75,66,79,67,74,28
76,23,82,78,65,56,74,74,63,67,75,83,82,71,64,84,66,60,55,47,71
77,24,82,63,69,71,76,77,51,70,74,83,86,76,84,79,85,71,78,66,63
74,35,74,75,53,57,70,71,70,68,73,72,69,70,74,86,64,72,65,50,73
69,29,69,67,62,58,66,70,73,68,68,84,75,59,77,83,71,73,68,66,58
76,25,81,58,64,62,81,75,49,79,78,72,74,73,66,83,75,66,75,47,80
73,36,73,73,58,57,71,75,60,69,73,68,67,70,68,75,56,61,88,64,73
77,34,77,56,51,73,74,65,46,76,70,72,71,79,59,78,75,55,72,76,77
73,29,73,67,67,63,71,73,73,67,71,82,89,69,65,75,74,63,69,57,55
74,29,74,70,51,72,76,68,72,75,74,53,54,75,72,75,72,68,66,57,73
81,34,81,82,73,62,82,86,80,77,86,77,65,81,85,67,68,81,76,70,22
75,24,80,66,59,58,80,79,68,77,81,65,63,73,68,69,69,64,64,66,72
70,31,70,74,56,56,70,72,72,68,74,77,76,70,83,70,73,79,63,66,63
74,25,77,70,70,68,72,74,50,71,75,76,75,72,78,69,58,74,68,50,68
71,30,71,75,50,68,77,78,68,73,76,69,78,68,75,79,80,67,78,56,72
74,33,74,73,66,69,74,68,65,68,75,76,75,68,65,72,65,59,65,66,73
70,35,70,73,60,68,74,71,70,74,76,76,74,69,81,65,70,81,67,67,59
73,36,73,68,54,66,73,70,68,71,73,57,53,68,74,63,71,70,90,67,74
72,30,72,73,70,56,74,75,79,72,75,69,72,63,81,80,71,77,72,70,47
73,27,73,65,55,55,73,73,61,74,76,66,67,76,76,86,70,70,83,73,68
70,23,77,71,65,61,70,74,64,71,73,72,69,67,80,73,74,72,84,59,66
75,34,75,76,40,73,71,63,83,75,74,48,62,74,84,69,80,72,84,47,78
71,34,71,68,63,70,74,69,78,74,75,60,55,66,84,54,66,75,69,76,70
79,23,85,74,80,80,75,84,30,62,79,79,84,81,82,79,87,75,50,70,49
74,32,74,60,69,68,74,67,69,74,72,50,52,74,79,75,76,74,68,75,73
78,31,78,55,60,46,79,68,57,80,80,44,38,79,72,92,80,73,82,58,85
73,25,76,78,56,58,67,72,76,59,68,79,79,69,78,84,60,69,75,46,66
73,34,73,73,55,64,68,69,68,65,73,74,77,76,76,74,76,69,76,58,72
74,29,74,69,65,47,76,78,74,74,76,73,67,76,75,80,70,76,59,59,73
71,26,74,64,64,57,73,73,64,71,74,69,72,68,73,70,74,67,80,67,66
76,24,82,65,70,48,74,80,69,70,78,81,85,75,75,82,61,80,64,68,51
72,28,72,76,62,50,79,79,74,77,78,66,63,65,74,60,57,72,69,75,55
74,27,75,68,75,64,73,76,69,69,75,78,73,68,70,63,77,69,80,62,56
74,32,74,72,69,51,72,68,74,69,73,84,81,73,88,69,70,77,74,73,40
74,33,74,68,72,77,68,72,59,66,74,66,73,69,82,64,86,72,86,75,60
75,23,81,69,58,50,75,78,36,68,76,79,83,75,72,82,69,66,69,69,77
74,29,74,72,69,77,65,78,45,63,76,84,86,67,79,82,59,67,63,56,59
79,26,82,77,49,67,69,72,48,65,74,88,88,73,66,91,78,44,74,35,76
74,24,78,71,52,42,69,73,41,61,71,94,92,69,70,81,60,62,73,61,71
79,32,79,74,85,68,75,78,77,69,79,78,79,80,82,68,70,78,67,82,24
73,27,73,65,66,44,73,77,61,67,74,81,73,76,83,82,67,75,77,58,63
70,22,77,66,70,53,69,73,62,68,72,81,77,71,68,78,73,67,67,63,63
77,32,77,77,74,71,76,80,58,70,75,85,79,75,75,66,47,76,63,64,35
81,30,81,51,42,76,75,53,51,83,75,69,72,80,81,71,79,74,84,39,80
79,36,79,77,65,46,83,82,70,76,83,76,71,77,78,68,56,71,74,74,45
76,29,76,67,54,59,78,76,63,78,77,59,68,69,75,84,88,65,77,63,73
74,35,74,74,57,67,75,76,54,73,77,53,62,75,71,63,76,65,78,62,77
81,35,81,68,83,75,70,72,78,61,74,78,79,87,88,71,81,81,85,80,29
72,31,72,75,68,52,74,74,73,73,74,74,70,72,78,65,64,75,61,71,53
75,27,75,74,66,67,70,81,65,74,80,79,72,70,74,74,57,79,65,69,46
76,32,76,66,76,76,77,76,48,67,79,71,69,76,79,78,78,68,61,80,54
75,25,79,78,49,53,69,71,68,66,72,87,80,72,69,77,71,64,76,54,73
82,21,89,79,75,57,80,85,81,73,85,87,82,79,85,74,64,85,53,68,28
70,33,70,68,59,61,62,68,65,62,67,75,71,66,72,77,77,67,92,59,69
76,23,81,74,60,73,72,69,36,70,68,75,80,74,74,92,77,61,77,45,72
78,28,78,74,80,78,82,77,75,76,82,38,54,78,75,88,76,75,57,80,55
74,35,74,70,67,47,69,79,68,59,73,85,82,70,75,73,61,74,62,72,53
77,21,83,81,66,59,77,81,75,72,80,74,71,75,70,78,65,71,57,62,54
71,20,78,61,63,65,73,71,68,72,71,73,73,71,66,79,74,68,84,60,68
75,26,78,68,69,54,76,77,76,77,79,67,63,68,84,70,67,72,55,68,63
75,29,75,56,59,59,75,70,60,74,72,54,62,74,83,70,80,76,74,64,76
76,29,76,64,68,64,79,73,59,78,78,62,49,77,80,71,71,69,82,70,75
75,32,75,78,61,66,80,75,75,81,79,53,55,67,81,53,67,77,61,70,61
71,27,72,71,68,50,72,69,70,72,71,66,62,72,72,79,58,69,76,74,72
75,24,82,65,55,49,80,76,73,75,77,67,60,76,70,79,67,55,69,57,71
73,23,80,66,66,57,74,76,63,68,77,75,74,71,76,88,73,74,68,45,71
72,29,72,60,58,62,73,72,54,67,69,78,76,72,75,89,71,63,72,60,75
73,29,73,74,69,53,65,72,73,62,72,82,83,68,68,83,70,67,66,65,59
84,34,84,57,65,84,80,63,43,80,80,50,64,85,62,63,86,51,79,69,85
73,27,73,79,62,54,76,75,68,73,75,64,51,75,85,71,67,81,61,46,70
73,27,73,76,72,45,76,75,81,75,77,68,64,71,86,76,71,80,50,75,56
73,32,73,59,68,64,72,75,59,64,76,65,54,74,74,87,76,72,71,61,73
79,28,79,84,49,66,69,72,68,64,69,77,88,77,73,87,80,54,84,44,76
70,24,73,67,65,68,72,71,65,71,72,72,59,65,74,80,69,71,71,64,65
76,27,77,69,48,60,79,80,54,76,80,66,66,76,74,80,80,70,77,55,76
82,30,82,67,42,81,80,60,46,74,69,68,70,81,61,81,82,50,87,51,83
81,22,85,72,83,74,75,82,62,58,84,79,77,84,81,83,59,68,67,85,27
82,22,87,50,42,71,82,75,53,80,79,64,69,77,70,85,78,60,82,71,83
70,30,70,61,59,45,72,70,75,69,71,84,84,68,70,91,66,58,68,65,67
74,34,74,70,66,63,78,72,64,77,77,63,60,60,75,64,67,73,76,62,76
86,27,89,58,45,84,82,63,69,80,78,59,67,87,68,72,84,47,81,44,87
72,29,72,70,62,60,72,75,74,67,73,80,84,66,72,76,62,67,67,66,54
81,27,81,60,85,78,78,78,85,51,82,79,76,85,82,60,63,84,57,71,24
74,29,74,66,74,64,75,73,62,72,76,67,72,74,85,78,81,76,75,63,65
77,24,80,77,64,72,74,73,43,68,73,81,80,74,68,80,74,59,74,40,75
75,31,75,75,69,60,76,76,57,69,75,74,69,76,68,67,60,58,71,53,75
76,27,76,75,77,74,75,72,56,71,78,82,84,72,77,76,69,74,62,59,41
76,28,76,75,72,59,75,81,73,71,80,76,80,69,76,85,71,73,65,54,50
75,30,75,68,75,65,74,79,72,70,75,77,75,71,75,75,69,76,61,78,41
76,30,76,50,50,66,75,73,64,73,71,79,66,72,69,85,90,58,84,42,72
74,26,77,74,45,64,73,73,68,72,73,78,75,68,76,78,69,69,66,53,73
85,21,90,52,50,85,75,65,55,63,73,71,75,84,82,75,93,66,83,40,85
79,33,79,72,78,66,78,78,78,62,81,88,87,78,79,81,65,76,60,78,20
79,25,82,81,48,73,76,76,30,70,76,79,85,74,61,78,59,59,62,62,76
72,24,76,57,58,58,74,72,45,72,75,73,71,68,78,77,74,73,84,66,70
85,34,85,44,48,83,81,69,60,81,79,60,68,82,74,65,86,65,82,70,85
78,29,78,83,28,76,74,71,52,68,77,78,70,81,66,83,77,41,78,54,71
72,23,78,65,71,63,76,70,48,72,74,77,75,67,75,75,67,73,77,49,74
73,26,76,74,53,59,71,72,70,65,71,75,74,74,79,74,61,70,68,45,71
72,30,72,57,67,47,73,68,66,71,70,78,76,69,73,84,68,68,68,58,69
73,27,73,73,59,57,69,74,58,68,72,82,82,68,74,88,57,66,77,49,70
70,29,70,67,60,68,70,69,63,72,71,65,67,65,76,89,77,66,72,59,72
77,27,78,68,74,85,73,75,42,53,75,80,84,80,73,86,78,58,83,58,59
76,29,76,71,70,50,78,78,85,74,76,72,71,74,75,73,64,70,56,67,43
74,30,74,69,54,42,69,73,64,64,70,84,86,72,68,87,71,62,74,59,71
74,29,74,75,63,65,73,75,47,72,74,75,75,70,66,70,69,56,77,55,72
76,20,85,73,58,58,77,83,38,67,77,89,86,76,65,80,60,62,68,39,70
75,20,81,68,66,62,78,76,74,75,77,61,63,75,77,70,65,74,65,60,67
77,38,77,82,72,54,84,74,81,83,83,58,54,73,79,52,57,82,61,80,55
86,25,87,79,75,61,80,89,70,74,88,94,93,85,80,69,64,73,35,70,27
70,24,75,55,68,64,68,72,53,69,71,77,76,72,74,87,82,66,75,57,68
79,33,79,59,67,82,82,69,67,81,80,32,33,75,79,65,89,67,75,69,77
70,31,70,68,66,77,73,71,50,71,70,58,67,72,75,66,81,66,85,59,74
73,33,73,72,41,64,70,68,77,66,72,70,72,71,75,81,64,74,78,63,72
76,29,76,62,57,72,76,59,54,71,72,67,67,81,72,89,71,67,82,66,70
80,35,80,68,84,63,81,82,63,63,84,69,68,83,81,72,68,80,67,75,26
74,30,74,63,52,67,75,73,65,73,75,70,68,75,73,78,73,64,80,68,72
72,32,72,66,47,59,78,70,59,77,71,68,60,71,68,81,82,62,83,49,65
75,30,75,76,71,58,80,76,73,77,79,66,60,74,74,69,69,76,55,65,63
73,23,79,57,59,56,76,71,71,76,73,70,70,74,82,75,66,74,70,56,67
77,31,77,75,38,68,76,75,44,72,75,77,85,76,68,76,69,60,76,48,76
73,24,80,58,68,60,74,67,64,72,73,69,68,75,76,88,79,65,73,53,69
73,30,73,72,58,70,72,72,56,69,74,64,66,72,76,72,69,66,79,62,73
75,29,75,71,74,75,73,79,69,60,77,74,78,75,76,75,72,73,69,74,52
80,31,80,65,82,83,65,75,59,52,79,71,75,80,82,73,92,72,93,75,39
75,26,78,64,74,52,76,80,77,69,81,73,59,73,78,84,57,67,57,68,62
72,30,72,71,70,62,73,70,67,68,73,68,71,73,70,88,70,74,62,65,68
77,28,77,77,48,60,73,73,42,73,73,82,90,75,65,77,79,40,75,56,73
78,29,78,80,69,44,77,78,78,75,77,79,85,73,69,72,67,73,60,59,51
75,25,80,58,56,57,78,75,47,76,77,74,77,75,74,86,73,58,70,53,73
78,32,78,59,79,77,79,77,68,66,79,73,74,79,84,59,91,70,80,73,44
73,34,73,67,60,71,80,70,54,71,73,61,64,78,74,85,66,65,76,64,61
74,28,75,61,60,66,76,69,48,71,73,65,67,69,76,79,79,64,87,71,72
81,26,82,74,77,68,81,88,63,74,86,81,87,80,79,76,74,71,48,57,37
74,30,74,76,44,67,73,69,66,72,72,74,75,76,71,75,69,59,80,54,75
76,31,76,75,50,68,76,76,66,69,76,75,73,70,59,70,69,54,77,52,76
72,24,76,72,67,61,73,76,68,69,77,72,70,69,68,74,71,61,50,65,68
79,26,82,58,81,76,76,80,77,66,81,77,76,77,84,67,69,83,65,78,31
75,33,75,66,77,55,74,83,82,62,82,75,76,76,80,69,65,79,66,73,30
73,28,73,67,69,70,74,69,53,73,73,62,67,72,76,84,73,71,75,60,71
74,28,74,67,76,75,70,72,63,59,73,77,80,72,78,68,60,70,60,75,49
68,28,68,70,62,52,66,70,72,60,68,82,78,64,74,68,70,70,58,59,64
75,27,75,69,62,51,77,78,68,74,76,74,75,73,63,89,73,68,72,65,69
75,20,83,73,68,41,78,78,70,78,78,74,69,73,73,81,65,76,73,61,55
73,32,73,68,69,59,74,72,59,73,74,54,55,73,70,79,70,68,73,57,69
77,26,78,75,61,62,70,76,48,54,73,89,86,75,66,86,59,54,75,47,72
71,28,71,69,67,67,70,67,68,66,70,65,61,72,66,88,66,68,77,54,70
72,34,72,66,64,70,71,66,62,68,71,61,55,71,71,74,70,71,68,62,72
75,28,75,72,57,66,71,74,42,62,72,69,79,71,79,75,90,58,90,54,73
75,38,75,69,61,75,81,71,64,73,72,65,55,75,73,75,74,59,67,75,75
78,23,83,78,66,49,70,73,48,62,70,79,83,76,64,87,56,64,63,44,75
76,35,76,75,72,72,73,74,75,70,78,84,81,76,75,67,78,72,73,79,43
72,33,72,67,62,44,75,67,67,74,70,63,63,72,75,91,59,70,77,68,63
73,23,77,56,54,55,77,72,71,75,76,82,80,68,74,87,63,65,67,49,70
70,26,74,70,62,58,72,70,73,71,73,67,67,68,76,76,68,69,69,74,66
75,29,75,66,42,60,71,72,54,64,71,92,88,69,68,88,56,64,64,52,70
74,34,74,75,72,59,76,72,80,77,77,60,66,71,78,51,56,80,69,74,63
75,27,75,72,70,58,75,77,54,72,78,74,78,72,72,71,69,68,53,67,55
75,32,75,73,77,69,76,75,73,67,77,73,71,79,75,81,74,75,61,74,37
79,35,79,70,59,70,87,71,59,85,79,43,44,82,78,59,64,64,62,64,76
72,26,73,68,66,68,75,76,64,73,78,55,55,72,80,53,70,74,74,52,72
77,25,80,76,42,61,72,72,47,66,74,79,82,71,64,93,75,54,73,50,72
75,26,77,67,65,55,79,75,67,75,79,78,75,72,68,80,54,66,70,50,62
75,27,75,50,75,79,66,71,75,51,70,75,76,72,84,75,77,81,83,74,40
75,26,78,68,35,72,75,65,74,70,72,62,65,74,82,68,77,71,77,47,76
82,28,82,76,78,47,76,91,51,65,86,88,90,76,82,75,77,72,72,72,34
76,33,76,70,73,69,74,78,73,73,80,72,71,72,78,72,63,74,70,77,35
73,30,73,63,58,57,76,69,64,72,73,68,66,73,69,77,69,59,78,59,73
78,21,86,54,55,42,81,80,52,77,80,76,71,78,63,86,57,59,83,53,78
75,31,75,82,48,54,67,70,52,69,75,77,74,82,81,71,78,50,77,59,76
73,28,73,71,46,56,71,69,67,67,71,70,69,73,76,77,65,70,76,58,71
76,30,76,78,64,54,73,78,74,68,76,82,88,68,76,82,39,72,67,49,64
76,24,82,62,79,66,70,74,63,58,74,93,88,76,76,81,61,76,79,71,23
77,25,80,65,55,50,83,78,68,79,80,68,53,77,63,76,61,60,78,51,76
74,21,83,53,51,53,74,73,51,70,75,82,81,76,68,83,69,61,79,54,75
72,22,77,63,55,59,75,66,65,67,72,75,70,68,65,81,69,66,78,61,69
78,29,78,78,78,75,75,78,45,69,78,77,78,75,81,76,76,71,71,65,39
81,23,84,78,78,46,77,82,69,68,81,85,86,82,80,73,64,79,48,54,47
79,34,79,61,87,77,72,80,74,64,81,75,68,76,79,69,78,76,51,86,30
74,33,74,76,61,62,76,59,79,77,76,59,53,67,73,78,70,71,70,49,75
74,32,74,77,58,65,74,67,59,72,73,72,74,68,61,80,72,53,69,63,72
71,34,71,68,53,56,78,74,80,79,79,55,54,75,74,55,68,77,71,80,63
75,30,75,59,61,72,74,73,57,74,73,45,54,71,79,74,92,60,89,65,74
70,25,73,60,60,46,71,67,68,69,71,77,74,68,71,86,62,71,85,63,73
75,29,75,47,61,68,76,74,59,76,76,62,64,75,76,79,75,77,86,57,80
75,25,78,71,56,68,71,70,48,68,72,81,84,73,68,75,74,51,76,62,72
72,32,72,72,58,69,75,73,69,70,74,64,55,68,77,61,66,67,73,55,73
79,25,80,73,79,77,80,82,67,62,83,82,76,78,78,72,66,77,58,66,27
71,33,71,66,63,52,71,65,68,76,70,67,68,67,70,72,68,70,76,68,71
73,28,73,59,74,78,74,70,56,70,75,62,68,74,78,80,67,75,54,64,62
77,30,77,68,78,67,75,78,75,65,81,79,80,77,77,76,75,71,69,73,30
75,30,75,76,53,58,74,72,55,63,75,76,72,70,56,77,63,64,70,60,72
72,35,72,67,57,73,76,68,66,68,72,67,46,70,75,60,68,69,79,71,73
76,30,76,52,75,77,67,75,56,45,75,79,77,72,84,69,83,70,84,73,42
74,31,74,65,57,53,75,69,58,71,73,76,76,73,71,92,71,55,79,58,70
75,29,75,70,54,60,70,74,49,68,74,77,69,74,68,70,65,67,74,42,76
77,26,80,68,64,45,84,77,55,77,82,66,60,73,62,83,56,68,57,56,76
69,32,69,76,56,62,70,69,69,71,71,69,70,68,75,58,67,65,75,72,67
76,29,76,73,48,72,66,72,65,74,71,76,81,68,54,80,57,58,75,55,72
72,35,72,77,50,70,75,69,69,69,77,54,54,72,67,65,66,63,75,65,72
79,29,79,74,77,69,83,85,75,65,89,77,81,81,80,69,75,80,56,80,25
72,32,72,70,68,67,72,69,67,72,72,54,60,67,74,82,74,70,63,66,67
73,26,73,66,71,54,70,71,68,63,72,88,87,70,69,79,55,69,53,68,54
73,22,80,67,69,70,71,73,70,67,72,80,80,73,75,78,69,70,80,63,43
74,25,74,70,50,75,74,68,70,77,70,72,76,71,79,61,74,76,68,66,76
69,26,72,67,64,50,70,68,68,68,68,75,77,66,80,85,70,70,75,60,68
79,28,79,88,69,47,77,82,80,75,82,73,67,78,81,71,63,74,52,79,31
72,31,72,75,68,58,73,67,64,72,70,69,75,69,71,76,68,64,65,55,66
76,27,76,68,74,45,73,80,76,74,78,77,80,72,80,68,80,80,78,75,39
72,26,77,56,68,71,70,69,60,68,75,62,70,68,69,76,76,74,69,67,75
73,27,74,66,62,56,66,72,46,59,72,85,86,72,70,84,69,56,68,44,68
77,31,77,66,79,76,68,83,72,63,79,84,84,75,74,77,75,68,55,76,20
77,24,84,68,78,64,80,80,73,68,78,85,84,75,80,78,69,82,72,65,15
74,31,74,80,68,38,76,72,84,78,73,70,66,68,75,77,61,73,53,71,56
74,28,74,71,67,61,70,74,56,64,73,87,79,72,60,73,70,68,67,53,69
77,25,81,75,75,43,77,81,76,67,80,80,79,71,74,71,60,74,61,71,37
70,29,70,59,62,68,73,70,52,70,71,65,64,73,61,81,82,65,69,80,71
76,26,78,76,68,58,80,78,62,76,79,67,60,78,60,76,58,62,70,66,72
77,25,78,73,75,66,74,82,73,68,86,77,79,69,73,69,65,68,60,69,40
73,26,74,66,67,46,68,74,47,62,70,81,81,68,71,89,67,64,77,66,62
75,27,75,70,37,52,73,80,73,65,78,81,77,73,60,74,64,59,82,67,72
75,29,75,52,59,61,77,72,57,75,75,55,53,78,69,75,77,68,89,53,79
74,26,76,66,65,42,77,78,63,76,79,75,70,74,70,78,60,63,73,63,58
80,26,82,62,42,76,79,70,59,80,77,61,65,83,72,77,76,52,83,54,81
74,28,74,77,47,54,69,75,78,59,71,80,78,59,69,91,59,70,76,69,71
78,23,85,70,77,77,75,80,35,64,80,84,83,76,78,83,69,75,66,70,40
73,32,73,66,53,74,69,66,50,64,72,76,77,70,70,80,75,65,77,57,70
80,29,81,73,41,81,80,64,49,78,76,67,65,79,52,65,78,49,76,35,80
78,33,78,76,72,45,80,82,76,78,78,75,68,72,70,71,34,73,63,71,42
75,23,82,73,60,59,72,76,35,69,74,91,89,73,67,80,63,57,78,40,69
75,19,87,57,42,72,74,73,59,74,72,78,87,72,76,79,84,56,83,61,75
74,24,79,72,57,67,76,74,75,75,75,53,54,75,76,75,81,69,67,51,73
73,31,73,62,65,54,76,67,78,77,70,71,73,69,72,85,67,75,70,63,59
76,24,83,73,74,46,79,75,55,78,76,72,63,73,74,75,57,77,66,68,73
72,26,75,64,68,62,74,75,76,69,76,80,75,65,80,72,72,71,63,59,62
71,25,74,60,58,66,70,69,53,71,72,67,66,70,77,91,70,66,76,73,77
74,26,75,76,56,62,71,68,63,69,69,76,77,69,74,86,59,69,69,55,74
72,30,72,68,60,55,73,67,51,59,68,77,71,65,67,95,77,64,77,56,66
76,25,83,64,50,79,76,68,49,74,72,60,73,70,65,73,79,59,80,66,77
77,24,82,76,45,64,69,75,45,62,76,84,83,73,64,84,70,54,78,42,74
76,30,76,72,73,60,72,76,69,61,79,77,76,79,83,90,66,73,72,71,40
76,24,78,76,74,46,74,82,71,65,81,81,76,69,78,63,54,70,58,68,64
79,27,80,64,52,81,71,65,73,75,72,51,55,79,84,67,91,74,88,74,80
76,25,80,54,80,78,62,68,56,56,73,80,80,77,73,79,81,65,80,80,48
76,29,76,77,48,66,75,66,43,72,67,71,84,73,68,72,69,56,67,72,73
74,27,75,58,65,44,78,75,65,75,76,57,63,74,77,72,77,71,78,62,70
75,23,83,58,78,72,72,80,77,55,78,84,82,68,74,77,82,69,55,76,46
